"workflow_id","display_name","diagnosis_label","specialty_id","age_min_months","age_max_years","sex","excluded_from_limited_testing"
"surg-drain-removal-documentation","Drain removal documentation","Drain removal documentation","General Surgery","","","","false"
"surg-fissure-follow-up-surgical","Fissure follow-up surgical","Fissure follow-up surgical","General Surgery","","","","false"
"surg-fistula-symptom-documentation","Fistula symptom documentation","Fistula symptom documentation","General Surgery","","","","false"
"surg-gallbladder-imaging-result-review","Gallbladder imaging result review","Gallbladder imaging result review","General Surgery","","","","false"
"surg-gallstone-symptom-documentation","Gallstone symptom documentation","Gallstone symptom documentation","General Surgery","","","","false"
"surg-groin-pain-surgical-review","Groin pain surgical review","Groin pain surgical review","General Surgery","","","","false"
"surg-handover-documentation","Surgical handover documentation","Surgical handover documentation","General Surgery","","","","false"
"surg-hematoma-follow-up","Hematoma follow-up","Hematoma follow-up","General Surgery","","","","false"
"surg-hemorrhoid-surgical-review","Hemorrhoid surgical review","Hemorrhoid surgical review","General Surgery","","","","false"
"surg-hernia-imaging-result-review","Hernia imaging result review","Hernia imaging result review","General Surgery","","","","false"
"surg-hiatal-hernia-surgical-review","Hiatal hernia surgical review","Hiatal hernia surgical review","General Surgery","","","","false"
"surg-hidradenitis-surgical-review","Hidradenitis surgical review","Hidradenitis surgical review","General Surgery","","","","false"
"surg-incisional-hernia-follow-up","Incisional hernia follow-up","Incisional hernia follow-up","General Surgery","","","","false"
"surg-inguinal-hernia-clinic-review","Inguinal hernia clinic review","Inguinal hernia clinic review","General Surgery","","","","false"
"surg-leg-ulcer-surgical-review","Leg ulcer surgical review","Leg ulcer surgical review","General Surgery","","","","false"
"surg-lipoma-surgical-review","Lipoma surgical review","Lipoma surgical review","General Surgery","","","","false"
"surg-lump-recurrence-follow-up","Lump recurrence follow-up","Lump recurrence follow-up","General Surgery","","","","false"
"surg-medication-reconciliation","Surgical medication reconciliation","Surgical medication reconciliation","General Surgery","","","","false"
"surg-nutritional-status-surgical-documentation","Nutritional status surgical documentation","Nutritional status surgical documentation","General Surgery","","","","false"
"surg-oncology-follow-up-documentation","Surgical oncology follow-up documentation","Surgical oncology follow-up documentation","General Surgery","","","","false"
"surg-parathyroid-clinic-documentation","Parathyroid clinic documentation","Parathyroid clinic documentation","General Surgery","","","","false"
"surg-peripheral-vascular-symptom-documentation","Peripheral vascular symptom documentation","Peripheral vascular symptom documentation","General Surgery","","","","false"
"surg-pilonidal-sinus-review","Pilonidal sinus review","Pilonidal sinus review","General Surgery","","","","false"
"surg-post-appendectomy-follow-up","Post-appendectomy follow-up","Post-appendectomy follow-up","General Surgery","","","","false"
"surg-post-bowel-surgery-follow-up","Post-bowel surgery follow-up","Post-bowel surgery follow-up","General Surgery","","","","false"
"surg-post-breast-surgery-follow-up","Post-breast surgery follow-up","Post-breast surgery follow-up","General Surgery","","","","false"
"surg-post-cholecystectomy-follow-up","Post-cholecystectomy follow-up","Post-cholecystectomy follow-up","General Surgery","","","","false"
"surg-post-colonoscopy-surgical-follow-up","Post-colonoscopy surgical follow-up","Post-colonoscopy surgical follow-up","General Surgery","","","","false"
"surg-post-endoscopy-surgical-follow-up","Post-endoscopy surgical follow-up","Post-endoscopy surgical follow-up","General Surgery","","","","false"
"surg-post-hernia-repair-follow-up","Post-hernia repair follow-up","Post-hernia repair follow-up","General Surgery","","","","false"
"surg-post-operative-bowel-function-review","Post-operative bowel function review","Post-operative bowel function review","General Surgery","","","","false"
"surg-post-operative-fever-documentation","Post-operative fever documentation-only","Post-operative fever documentation-only","General Surgery","","","","false"
"surg-post-operative-nausea-documentation-surgical","Post-operative nausea documentation surgical","Post-operative nausea documentation surgical","General Surgery","","","","false"
"surg-post-operative-pain-surgical-review","Post-operative pain surgical review","Post-operative pain surgical review","General Surgery","","","","false"
"surg-post-operative-swelling-documentation","Post-operative swelling documentation","Post-operative swelling documentation","General Surgery","","","","false"
"surg-post-operative-wound-review","Post-operative wound review","Post-operative wound review","General Surgery","","","","false"
"surg-post-thyroid-surgery-follow-up","Post-thyroid surgery follow-up","Post-thyroid surgery follow-up","General Surgery","","","","false"
"surg-pre-operative-general-surgery-review","Pre-operative general surgery review","Pre-operative general surgery review","General Surgery","","","","false"
"surg-rectal-bleeding-surgical-review","Rectal bleeding surgical review","Rectal bleeding surgical review","General Surgery","","","","false"
"surg-referral-documentation","Surgical referral documentation","Surgical referral documentation","General Surgery","","","","false"
"surg-reflux-surgical-clinic-documentation","Reflux surgical clinic documentation","Reflux surgical clinic documentation","General Surgery","","","","false"
"surg-safety-net-documentation","Surgical safety-net documentation","Surgical safety-net documentation","General Surgery","","","","false"
"surg-sebaceous-cyst-surgical-review","Sebaceous cyst surgical review","Sebaceous cyst surgical review","General Surgery","","","","false"
"surg-second-opinion-documentation","Surgical second opinion documentation","Surgical second opinion documentation","General Surgery","","","","false"
"surg-seroma-follow-up","Seroma follow-up","Seroma follow-up","General Surgery","","","","false"
"surg-skin-lump-surgical-assessment","Skin lump surgical assessment","Skin lump surgical assessment","General Surgery","","","","false"
"surg-smoking-status-surgical-documentation","Smoking status surgical documentation","Smoking status surgical documentation","General Surgery","","","","false"
"surg-staple-removal-surgical-follow-up","Staple removal surgical follow-up","Staple removal surgical follow-up","General Surgery","","","","false"
"surg-stoma-appliance-issue-documentation","Stoma appliance issue documentation","Stoma appliance issue documentation","General Surgery","","","","false"
"surg-stoma-review","Stoma review","Stoma review","General Surgery","","","","false"
"surg-suture-removal-surgical-follow-up","Suture removal surgical follow-up","Suture removal surgical follow-up","General Surgery","","","","false"
"surg-theatre-listing-documentation","Theatre listing documentation","Theatre listing documentation","General Surgery","","","","false"
"surg-thyroid-nodule-surgical-clinic","Thyroid nodule surgical clinic","Thyroid nodule surgical clinic","General Surgery","","","","false"
